Job_Title,Company_Name,Salary,Working_Status,Working_Type,Skills,Employee,Industry,Location,Date
Software Engineer,Tier4 Group ,292016,Full-time,Hybrid,[],51-200 employees , IT Services and IT Consulting," Milwaukee, WI",1 week ago
Software Engineer,People Tech Group Inc ,247142,Full-time,On-site,"['C++', 'Java', 'Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'C#', 'Full-StackDevelopment', 'Kotlin', 'Object-OrientedProgramming(OOP)', 'TestPlanning', 'XML']","1,001-5,000 employees ", IT Services and IT Consulting," Seattle, WA",1 week ago
Software Engineer,Lockheed Martin ,296545,Full-time,Remote,"['Java', 'Back-EndWebDevelopment', 'ComputerEngineering', 'ComputerScience', 'SoftwareDevelopment', 'SoftwareTesting']","10,001+ employees ", Defense and Space Manufacturing," Orlando, FL",1 month ago
Software Engineer,Elevated Search Partners ,257174,Full-time,Hybrid,"['Java', 'ProblemSolving', 'AgileDevelopment', 'ComputerScience', 'Jira', 'OralCommunication', 'SQL', 'SkillDevelopment', 'SoftwareDevelopment', 'UnitTesting']",, Staffing and Recruiting, Washington DC-Baltimore Area,2 weeks ago
Software Engineer,"J-Mack Technologies, LLC ",88500,Full-time,Remote,"['Java', 'AgileMethodologies', 'AngularJS', 'Hibernate', 'RDBMS', 'SOAP', 'SoftwareDevelopment', 'SoftwareDevelopmentLifeCycle(SDLC)', 'SpringFramework', 'jQuery']",11-50 employees , Software Development," South Carolina, United States",1 week ago
Software Engineer,"Agile Global Solutions, Inc ",172323,Full-time,Remote,"['Java', 'AmazonWebServices(AWS)', 'C#', 'ContinuousIntegration(CI)', 'ContinuousIntegration', 'ContinuousDelivery(CI/CD)', 'DockerProducts', 'JavaScript', 'Jenkins', 'Node.js', 'UnitTesting']",51-200 employees , IT Services and IT Consulting," Colorado, United States",1 week ago
Software Engineer,"Agile Global Solutions, Inc ",137500,Full-time,Remote,"['Java', 'AmazonWebServices(AWS)', 'C#', 'ContinuousIntegration(CI)', 'ContinuousIntegration', 'ContinuousDelivery(CI/CD)', 'DockerProducts', 'JavaScript', 'Jenkins', 'Node.js', 'UnitTesting']",51-200 employees , IT Services and IT Consulting," Colorado, United States",1 week ago
Software Engineer,"Applied Optoelectronics, Inc. ",351346,Full-time,On-site,"['Python(ProgrammingLanguage)', 'Engineering', 'Field-ProgrammableGateArrays(FPGA)', 'I2C', 'LabVIEW', 'NetworkAnalyzers(Electrical)', 'RS232', 'TestAutomation', 'VersionControlTools']",, Telecommunications," Atlanta, GA",1 week ago
Software Engineer,"Applied Optoelectronics, Inc. ",369742,Full-time,On-site,"['Python(ProgrammingLanguage)', 'Engineering', 'Field-ProgrammableGateArrays(FPGA)', 'I2C', 'LabVIEW', 'NetworkAnalyzers(Electrical)', 'RS232', 'TestAutomation', 'VersionControlTools']","1,001-5,000 employees ", Telecommunications," Atlanta, GA",1 week ago
Software Engineer,"Applied Optoelectronics, Inc. ",177936,Full-time,On-site,"['Python(ProgrammingLanguage)', 'Engineering', 'Field-ProgrammableGateArrays(FPGA)', 'I2C', 'LabVIEW', 'NetworkAnalyzers(Electrical)', 'RS232', 'TestAutomation', 'VersionControlTools']","1,001-5,000 employees ", Telecommunications," Atlanta, GA",1 week ago
Software Engineer,"Applied Optoelectronics, Inc. ",165509,Full-time,On-site,"['Python(ProgrammingLanguage)', 'Engineering', 'Field-ProgrammableGateArrays(FPGA)', 'I2C', 'LabVIEW', 'NetworkAnalyzers(Electrical)', 'RS232', 'TestAutomation', 'VersionControlTools']","1,001-5,000 employees ", Telecommunications," Atlanta, GA",1 week ago
Software Engineer,Agility Partners ,369265,Full-time,Hybrid,"['Java', 'AWSLambda', 'AmazonWebServices(AWS)', 'DockerProducts', 'Git', 'JavaScript', 'SQL', 'SpringBoot', 'Terraform', 'TypeScript']",51-200 employees , IT Services and IT Consulting, Cincinnati Metropolitan Area,1 week ago
Software Engineer,Agility Partners ,298249,Full-time,Hybrid,"['Java', 'AWSLambda', 'AmazonWebServices(AWS)', 'DockerProducts', 'Git', 'JavaScript', 'SQL', 'SpringBoot', 'Terraform', 'TypeScript']",51-200 employees , IT Services and IT Consulting, Cincinnati Metropolitan Area,1 week ago
Software Engineer,Agility Partners ,257399,Full-time,Hybrid,"['Java', 'AWSLambda', 'AmazonWebServices(AWS)', 'DockerProducts', 'Git', 'JavaScript', 'SQL', 'SpringBoot', 'Terraform', 'TypeScript']",51-200 employees , IT Services and IT Consulting, Cincinnati Metropolitan Area,1 week ago
Software Engineer,Agility Partners ,142766,Full-time,Hybrid,"['Java', 'AWSLambda', 'AmazonWebServices(AWS)', 'DockerProducts', 'Git', 'JavaScript', 'SQL', 'SpringBoot', 'Terraform', 'TypeScript']",51-200 employees , IT Services and IT Consulting, Cincinnati Metropolitan Area,1 week ago
Software Engineer,MissionStaff ,135000,Full-time,Hybrid,"['Android', 'AndroidDevelopment', 'AppStore', 'ComputerScience', 'Kotlin', 'MobileApplications', 'QualityAssurance', 'WebApplications']",201-500 employees , Staffing and Recruiting," Philadelphia, PA",2 weeks ago
Software Engineer,MissionStaff ,135000,Full-time,Hybrid,"['Android', 'AndroidDevelopment', 'AppStore', 'ComputerScience', 'Kotlin', 'MobileApplications', 'QualityAssurance', 'WebApplications']",201-500 employees , Staffing and Recruiting," Philadelphia, PA",2 weeks ago
Software Engineer,MissionStaff ,135000,Full-time,Hybrid,"['Android', 'AndroidDevelopment', 'AppStore', 'ComputerScience', 'Kotlin', 'MobileApplications', 'QualityAssurance', 'WebApplications']",201-500 employees , Staffing and Recruiting," Philadelphia, PA",2 weeks ago
Software Engineer,Synechron ,130000,Full-time,Hybrid,[],"10,001+ employees ", Financial Services, New York City Metropolitan Area,1 week ago
Software Engineer,Synechron ,130000,Full-time,Hybrid,"['Java', 'AmazonWebServices(AWS)', 'ApacheKafka', 'CoreJava', 'DataStructures', 'MicrosoftAzure', 'RESTAPIs', 'SQL', 'SpringBoot', 'SpringFramework']","10,001+ employees ", Financial Services, New York City Metropolitan Area,1 week ago
Software Engineer,Synechron ,130000,Full-time,Hybrid,"['Java', 'AmazonWebServices(AWS)', 'ApacheKafka', 'CoreJava', 'DataStructures', 'MicrosoftAzure', 'RESTAPIs', 'SQL', 'SpringBoot', 'SpringFramework']","10,001+ employees ", Financial Services, New York City Metropolitan Area,1 week ago
Software Engineer,CDRP Technologies ,140004,Full-time,On-site,"['Java', 'FormW-2', 'Sponsorship']",51-200 employees , IT Services and IT Consulting," New Jersey, United States",1 week ago
Software Engineer,CDRP Technologies ,45605,Full-time,On-site,[],51-200 employees , IT Services and IT Consulting," New Jersey, United States",1 week ago
Software Engineer,CBTS ,55081,Full-time,On-site,"['Java', 'APIGateways', 'Kubernetes', 'Microservices', 'MicrosoftAzure', 'NoSQL', 'Object-OrientedProgramming(OOP)', 'RESTAPIs', 'RelationalDatabases', 'SpringFramework']","1,001-5,000 employees ", IT Services and IT Consulting," Irving, TX",1 week ago
Software Engineer,Whitridge Associates ,133857,Full-time,Hybrid,"['.NETFramework', 'Angular', 'C#', 'FinancialServices', 'Full-StackDevelopment', 'MicrosoftAzure']",11-50 employees , Staffing and Recruiting," Boston, MA",2 weeks ago
Software Engineer,Metrea Algorithmics ,197553,Full-time,Hybrid,"['Python(ProgrammingLanguage)', 'COVID-19', 'ComputerLiteracy', 'English', 'Facilities', 'JavaScript', 'Mathematics', 'RequirementsAnalysis', 'SkillDevelopment', 'StructuredData']",11-50 employees , Software Development," Annapolis Junction, MD",1 week ago
Software Engineer,PSA BDP ,393681,Full-time,On-site,"['Java', 'ComputerScience', 'Debugging', 'Doctrine(PHP)', 'JavaDatabaseConnectivity(JDBC)', 'OpenDatabaseConnectivity(ODBC)', 'Programming', 'TechnicalSpecs', 'TestPlanning', 'UnitTesting']","5,001-10,000 employees "," Transportation, Logistics, Supply Chain and Storage"," Houston, TX",2 weeks ago
Software Engineer intern,W. R. Berkley Corporation ,10399,Full-time,On-site,"['CommercialInsurance', 'Communication', 'ComputerScience', 'DataStructures', 'DesignPatterns', 'InsuranceIndustry', 'Object-OrientedProgramming(OOP)', 'SoftwareDevelopment', 'TechnicalPlanning', 'WrittenExpression']","5,001-10,000 employees ", Insurance," Manassas, VA",2 weeks ago
Software Engineer,1872 Consulting ,140000,Full-time,Hybrid,"['ApplicationEngineers', 'Bloomberg', 'C#', 'CharlesRiverIMS', 'FactSet', 'OrderManagement', 'SQL', 'SoftwareDevelopment', 'SoftwareSupport', 'Troubleshooting']",11-50 employees , IT Services and IT Consulting," Chicago, IL",2 weeks ago
Software Engineer,System Soft Technology ,50000,Full-time,Hybrid,"['Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'C#', 'ContinuousIntegration(CI)', 'DevOps', 'JobControlLanguage(JCL)', 'MySQL', 'ObjectOrientedDesign', 'SQL', 'SoftwareDevelopment']",,," Monroe, WI",2 weeks ago
Software Engineer,Compri Consulting ,321323,Full-time,Hybrid,"['C#', 'Confluence', 'Curl', 'Jira', 'ManualTesting', 'PostmanAPI', 'SkillDevelopment', 'SoftwareDevelopment', 'SoftwareTesting', 'TestAutomation']",51-200 employees , IT Services and IT Consulting," West Chester, OH",1 week ago
Software Engineer,Compri Consulting ,85000,Full-time,Hybrid,"['C#', 'Confluence', 'Curl', 'Jira', 'ManualTesting', 'PostmanAPI', 'SkillDevelopment', 'SoftwareDevelopment', 'SoftwareTesting', 'TestAutomation']",51-200 employees , IT Services and IT Consulting," West Chester, OH",1 week ago
Software Engineer,Compri Consulting ,85000,Full-time,Hybrid,"['C#', 'Confluence', 'Curl', 'Jira', 'ManualTesting', 'PostmanAPI', 'SkillDevelopment', 'SoftwareDevelopment', 'SoftwareTesting', 'TestAutomation']",51-200 employees , IT Services and IT Consulting," West Chester, OH",1 week ago
Software Engineer,Compri Consulting ,85000,Full-time,Hybrid,"['C#', 'Confluence', 'Curl', 'Jira', 'ManualTesting', 'PostmanAPI', 'SkillDevelopment', 'SoftwareDevelopment', 'SoftwareTesting', 'TestAutomation']",51-200 employees , IT Services and IT Consulting," West Chester, OH",1 week ago
Software Engineer,Compri Consulting ,85000,Full-time,Hybrid,"['C#', 'Confluence', 'Curl', 'Jira', 'ManualTesting', 'PostmanAPI', 'SkillDevelopment', 'SoftwareDevelopment', 'SoftwareTesting', 'TestAutomation']",51-200 employees , IT Services and IT Consulting," West Chester, OH",1 week ago
Software Engineer,Compri Consulting ,85000,Full-time,Hybrid,"['C#', 'Confluence', 'Curl', 'Jira', 'ManualTesting', 'PostmanAPI', 'SkillDevelopment', 'SoftwareDevelopment', 'SoftwareTesting', 'TestAutomation']",51-200 employees , IT Services and IT Consulting," West Chester, OH",1 week ago
Software Engineer,Compri Consulting ,85000,Full-time,Hybrid,"['C#', 'Confluence', 'Curl', 'Jira', 'ManualTesting', 'PostmanAPI', 'SkillDevelopment', 'SoftwareDevelopment', 'SoftwareTesting', 'TestAutomation']",51-200 employees , IT Services and IT Consulting," West Chester, OH",1 week ago
Software Engineer,Brooksource ,97744,Full-time,Remote,"['Java', 'CloudApplications', 'Full-StackDevelopment', 'Git', 'GoogleCloudPlatform(GCP)', 'ReactHooks', 'React.js', 'Redux.js', 'SpringBoot', 'UnitTesting']","1,001-5,000 employees ", IT Services and IT Consulting, United States,2 weeks ago
Software Engineer,Brooksource ,325737,Full-time,Remote,"['Java', 'CloudApplications', 'Full-StackDevelopment', 'Git', 'GoogleCloudPlatform(GCP)', 'ReactHooks', 'React.js', 'Redux.js', 'SpringBoot', 'UnitTesting']","1,001-5,000 employees ", IT Services and IT Consulting, United States,2 weeks ago
Software Engineer,MindPal ,201410,Full-time,On-site,"['C++', 'Java', 'C(ProgrammingLanguage)', 'C#', 'DataStructures', 'DebuggingCode', 'Interfaces', 'Object-orientedLanguages', 'Programming', 'SoftwareImplementation']",51-200 employees , Staffing and Recruiting," Cincinnati, OH",1 month ago
Software Engineer,Granite Telecommunications ,247051,Full-time,Hybrid,"['C++', 'Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'ContinuousIntegration', 'ContinuousDelivery(CI/CD)', 'DockerProducts', 'GCS', 'Kubernetes', 'Linux', 'MicrosoftAzure', 'SQL']","1,001-5,000 employees ", Telecommunications," Quincy, MA",1 week ago
Software Engineer,Granite Telecommunications ,123860,Full-time,Hybrid,"['C++', 'Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'ContinuousIntegration', 'ContinuousDelivery(CI/CD)', 'DockerProducts', 'GCS', 'Kubernetes', 'Linux', 'MicrosoftAzure', 'SQL']","1,001-5,000 employees ", Telecommunications," Quincy, MA",1 week ago
Software Engineer,Granite Telecommunications ,344506,Full-time,Hybrid,"['C++', 'Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'ContinuousIntegration', 'ContinuousDelivery(CI/CD)', 'DockerProducts', 'GCS', 'Kubernetes', 'Linux', 'MicrosoftAzure', 'SQL']","1,001-5,000 employees ", Telecommunications," Quincy, MA",1 week ago
Software Engineer,Cognizant ,197537,Full-time,On-site,"['Back-EndWebDevelopment', 'Front-EndDevelopment', 'JUnit', 'JakartaEE', 'Microservices', 'OOAD', 'SOAP', 'SoftwareConfigurationManagement', 'SpringFramework', 'UnitTesting']","10,001+ employees ", IT Services and IT Consulting," Plano, TX",1 week ago
Software Engineer,Persistent Systems ,224838,Full-time,Hybrid,"['Java', 'CoreJava', 'Git', 'J2EEWebServices', 'JUnit', 'JavaScript', 'SeleniumWebDriver', 'SoftwareDevelopment', 'TestNG', 'VersionControl']","10,001+ employees ", IT Services and IT Consulting," New Jersey, United States",1 week ago
Software Engineer,MindPal ,346232,Full-time,On-site,"['Java', 'ApplicationDevelopment', 'Back-EndWebDevelopment', 'JSON', 'JUnit', 'Maven', 'RESTAPIs', 'SQL', 'SpringBoot', 'SpringFramework']",51-200 employees , Staffing and Recruiting," Evansville, IN",1 week ago
Software Engineer,First Derivative ,130000,Full-time,Hybrid,"['Algorithms', 'Banking', 'CoreJava', 'FinancialServices', 'Microservices', 'ReactNative', 'React.js', 'ReduxThunk', 'Redux.js', 'SpringBoot']","1,001-5,000 employees ", Capital Markets," Manhattan, NY",1 week ago
Software Engineer,First Derivative ,130000,Full-time,Hybrid,"['Algorithms', 'Banking', 'CoreJava', 'FinancialServices', 'Microservices', 'ReactNative', 'React.js', 'ReduxThunk', 'Redux.js', 'SpringBoot']","1,001-5,000 employees ", Capital Markets," Manhattan, NY",1 week ago
Software Engineer,ExamRoom.AI® ,318758,Full-time,On-site,"['.NETCore', '.NETFramework', 'AmazonWebServices(AWS)', 'AngularMaterial', 'C#', 'Full-StackDevelopment', 'Git', 'JavaScript', 'MySQL', 'SQL']",201-500 employees , Education Administration Programs," Florida, United States",1 week ago
Software Engineer,Codeworks IT Careers  ,65104,Full-time,Hybrid,"['ApplicationPerformanceManagement', 'Communication', 'OperatingSystems', 'Scripting', 'StrategicThinking', 'SystemPerformance', 'SystemsManagement', 'TechnicalSolutionDevelopment', 'TechnologyChangeManagement', 'Troubleshooting']",201-500 employees , IT Services and IT Consulting," Milwaukee, WI",1 week ago
Software Engineer,ALTEN Technology USA ,130000,Full-time,On-site,"['Java', 'AmazonSQS', 'AmazonWebServices(AWS)', 'DockerProducts', 'Git', 'Gradle', 'IntelliJIDEA', 'JUnit', 'Kubernetes', 'Object-OrientedProgramming(OOP)']","501-1,000 employees ", Engineering Services," Westborough, MA",1 week ago
Software Engineer,Akkodis ,100000,Full-time,Hybrid,"['C++', 'ProblemSolving', 'Communication', 'ComputerScience', 'Debugging', 'DesignPatterns', 'EasilyAdaptable', 'Mathematics', 'SoftwareDevelopment', 'Teamwork']","10,001+ employees ", IT Services and IT Consulting," Nashville, TN",1 week ago
Software Engineer intern,Plexus Corp. ,67928,Full-time,On-site,[],"10,001+ employees "," Appliances, Electrical, and Electronics Manufacturing"," Raleigh, NC",2 days ago
Software Engineer,Broadcom ,104000,Full-time,On-site,"['ProblemSolving', 'CLIST', 'COBOL', 'ISPF', 'JobControlLanguage(JCL)', 'PL/1', 'ProgrammingLanguages', 'REXX', 'SoftwareDevelopment', 'z/OS']","10,001+ employees ", Semiconductor Manufacturing," Plano, TX",1 week ago
Software Engineer,Synechron ,283693,Full-time,Hybrid,[],"10,001+ employees ", Financial Services," Nashville, TN",1 week ago
Software Engineer,Synechron ,234323,Full-time,Hybrid,"['Java', 'AmazonWebServices(AWS)', 'ApplicationProgrammingInterfaces(API)', 'DesignPatterns', 'JavaScript', 'Kubernetes', 'Node.js', 'RepresentationalStateTransfer(REST)', 'SOAP', 'SQL']","10,001+ employees ", Financial Services," Nashville, TN",1 week ago
Software Engineer,Synechron ,314196,Full-time,Hybrid,"['Java', 'AmazonWebServices(AWS)', 'ApplicationProgrammingInterfaces(API)', 'DesignPatterns', 'JavaScript', 'Kubernetes', 'Node.js', 'RepresentationalStateTransfer(REST)', 'SOAP', 'SQL']","10,001+ employees ", Financial Services," Nashville, TN",1 week ago
Software Engineer,Extend Information Systems Inc. ,372110,Full-time,Hybrid,"['Java', 'AWSLambda', 'AmazonEC2', 'AmazonWebServices(AWS)', 'Full-StackDevelopment', 'Hibernate', 'JakartaMessagingAPI', 'JavaScript', 'SpringBoot', 'XML']",51-200 employees , IT Services and IT Consulting," Plano, TX",1 week ago
Software Engineer,Extend Information Systems Inc. ,185524,Full-time,Hybrid,"['Java', 'AWSLambda', 'AmazonEC2', 'AmazonWebServices(AWS)', 'Full-StackDevelopment', 'Hibernate', 'JakartaMessagingAPI', 'JavaScript', 'SpringBoot', 'XML']",51-200 employees , IT Services and IT Consulting," Plano, TX",1 week ago
Software Engineer,Euclid Innovations ,353927,Full-time,Hybrid,[],"501-1,000 employees ", IT Services and IT Consulting," New York, NY",1 week ago
Software Engineer,Brooksource ,249302,Full-time,Remote,"['Java', 'CloudApplications', 'Full-StackDevelopment', 'Git', 'GoogleCloudPlatform(GCP)', 'PivotalCloudFoundry(PCF)', 'React.js', 'Redux.js', 'Test-DrivenDevelopment', 'UnitTesting']","1,001-5,000 employees ", IT Services and IT Consulting," Atlanta, GA",2 weeks ago
Software Engineer,Brooksource ,395566,Full-time,Remote,"['Java', 'CloudApplications', 'Full-StackDevelopment', 'Git', 'GoogleCloudPlatform(GCP)', 'PivotalCloudFoundry(PCF)', 'React.js', 'Redux.js', 'Test-DrivenDevelopment', 'UnitTesting']","1,001-5,000 employees ", IT Services and IT Consulting," Atlanta, GA",2 weeks ago
Software Engineer,Brooksource ,305724,Full-time,Remote,"['Java', 'CloudApplications', 'Full-StackDevelopment', 'Git', 'GoogleCloudPlatform(GCP)', 'PivotalCloudFoundry(PCF)', 'React.js', 'Redux.js', 'Test-DrivenDevelopment', 'UnitTesting']","1,001-5,000 employees ", IT Services and IT Consulting," Atlanta, GA",2 weeks ago
Software Engineer,Brooksource ,373493,Full-time,Remote,"['Java', 'CloudApplications', 'Full-StackDevelopment', 'Git', 'GoogleCloudPlatform(GCP)', 'PivotalCloudFoundry(PCF)', 'React.js', 'Redux.js', 'Test-DrivenDevelopment', 'UnitTesting']","1,001-5,000 employees ", IT Services and IT Consulting," Atlanta, GA",2 weeks ago
Software Engineer,Brooksource ,41594,Full-time,Remote,"['Java', 'CloudApplications', 'Full-StackDevelopment', 'Git', 'GoogleCloudPlatform(GCP)', 'PivotalCloudFoundry(PCF)', 'React.js', 'Redux.js', 'Test-DrivenDevelopment', 'UnitTesting']","1,001-5,000 employees ", IT Services and IT Consulting," Atlanta, GA",2 weeks ago
Software Engineer intern,Leonardo DRS ,3490,Full-time,On-site,"['Python(ProgrammingLanguage)', 'C(ProgrammingLanguage)', 'C#', 'Communication', 'DataStructures', 'DataSystems', 'DesignAnalysis', 'Programming', 'ProgrammingLanguages', 'SoftwareDevelopment']","5,001-10,000 employees ", Defense & Space," Dallas, TX",1 week ago
Software Engineer intern,Leonardo DRS ,79482,Full-time,On-site,"['Python(ProgrammingLanguage)', 'C(ProgrammingLanguage)', 'C#', 'Communication', 'DataStructures', 'DataSystems', 'DesignAnalysis', 'Programming', 'ProgrammingLanguages', 'SoftwareDevelopment']","5,001-10,000 employees ", Defense & Space," Dallas, TX",1 week ago
Software Engineer intern,Leonardo DRS ,129135,Full-time,On-site,"['Python(ProgrammingLanguage)', 'C(ProgrammingLanguage)', 'C#', 'Communication', 'DataStructures', 'DataSystems', 'DesignAnalysis', 'Programming', 'ProgrammingLanguages', 'SoftwareDevelopment']","5,001-10,000 employees ", Defense & Space," Dallas, TX",1 week ago
Software Engineer intern,Bose Corporation ,48616,Full-time,On-site,"['ARMArchitecture', 'ComputerEngineering', 'Debugging', 'ElectricalEngineering', 'EmbeddedSystems', 'InternetofThings(IoT)', 'Optimization', 'Programming']","5,001-10,000 employees ", Computers and Electronics Manufacturing," Framingham, MA",2 weeks ago
Software Engineer intern,Bose Corporation ,3572,Full-time,On-site,"['ARMArchitecture', 'ComputerEngineering', 'Debugging', 'ElectricalEngineering', 'EmbeddedSystems', 'InternetofThings(IoT)', 'Optimization', 'Programming']","5,001-10,000 employees ", Computers and Electronics Manufacturing," Framingham, MA",2 weeks ago
Software Engineer intern,Bose Corporation ,92024,Full-time,On-site,"['ARMArchitecture', 'ComputerEngineering', 'Debugging', 'ElectricalEngineering', 'EmbeddedSystems', 'InternetofThings(IoT)', 'Optimization', 'Programming']","5,001-10,000 employees ", Computers and Electronics Manufacturing," Framingham, MA",2 weeks ago
Software Engineer,Apex Systems ,364880,Full-time,On-site,"['C++', 'Python(ProgrammingLanguage)', 'Algorithms', 'ComputerSimulations', 'EngineDevelopment', 'MATLAB', 'Simulink', 'SkillDevelopment', 'Unity', 'UnrealEngine']","1,001-5,000 employees ",, Des Moines Metropolitan Area,1 week ago
Software Engineer,IGT Solutions ,117150,Full-time,Hybrid,"['Java', 'Python(ProgrammingLanguage)', 'C#', 'DockerProducts', 'Full-StackDevelopment', 'GitHub', 'JakartaPersistence', 'RESTAPIs', 'SpringBoot', 'WindowsServer']","10,001+ employees ", IT Services and IT Consulting," Atlanta, GA",1 week ago
Software Engineer,Adaptive Solutions Group ,95000,Full-time,Hybrid,"['.NETFramework', 'C#', 'CascadingStyleSheets(CSS)', 'Git', 'JavaScript', 'Linux', 'MicrosoftSQLServer', 'SQL', 'Vue.js', 'jQuery']",51-200 employees , IT Services and IT Consulting, Kansas City Metropolitan Area,2 weeks ago
Software Engineer,People Tech Group Inc ,216213,Full-time,On-site,"['C++', 'Java', 'Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'C#', 'Full-StackDevelopment', 'HTML', 'Object-OrientedProgramming(OOP)', 'TestPlanning', 'XML']","1,001-5,000 employees ", IT Services and IT Consulting," Seattle, WA",1 week ago
Software Engineer,Adame Services ,230466,Full-time,Hybrid,"['AzureDatabricks', 'DatabaseAdministration', 'MasterDataManagement', 'MicrosoftAzure', 'MicrosoftSQLServer', 'OracleApplicationExpress', 'OracleDatabase', 'RelationalDatabases', 'SQL', 'SolutionArchitecture']",51-200 employees , Staffing and Recruiting," Wilmington, DE",2 weeks ago
Software Engineer,Aptonet Inc ,391456,Full-time,On-site,"['Java', 'Python(ProgrammingLanguage)', 'ContinuousIntegration(CI)', 'ContinuousIntegration', 'ContinuousDelivery(CI/CD)', 'Gradle', 'SoftwareDevelopment', 'SpringBatch', 'SpringBoot', 'SpringFramework', 'TestAutomation']",201-500 employees , Staffing and Recruiting," Chicago, IL",2 weeks ago
Software Engineer intern,Nelnet ,139050,Full-time,Remote,"['AgileDevelopment', 'Algorithms', 'ComputerEngineering', 'ComputerScience', 'DataStructures', 'DatabaseManagementSystem(DBMS)', 'InterpersonalSkills', 'MachineLearning', 'SoftwareBuild', 'SoftwareDevelopment']","5,001-10,000 employees ", IT Services and IT Consulting, United States,2 weeks ago
Software Engineer,DISYS ,248633,Full-time,On-site,['Communication'],, IT Services and IT Consulting," Washington, DC",1 week ago
Data Engineer,Brooksource ,202969,Full-time,On-site,"['CableManagement', 'Cat6', 'CiscoCertifiedEntryNetworkingTechnician(CCENT)', 'Communication', 'DataCenterDesign', 'NetworkEngineering', 'NetworkProtocols', 'NetworkSwitches', 'ServiceNow', 'SystemConfiguration']","1,001-5,000 employees ", IT Services and IT Consulting," San Antonio, Texas Metropolitan Area",1 week ago
Software Engineer,Visionaire Partners ,120000,Full-time,Hybrid,"['Angular', 'C#', 'ComputerScience', 'EmployeeBenefits', 'Full-StackDevelopment', 'MicrosoftAzure', 'React.js', 'SQL', 'SkillDevelopment', 'Vue.js']",11-50 employees , Information Technology & Services," Dunwoody, GA",1 week ago
Software Engineer,Visionaire Partners ,120000,Full-time,Hybrid,"['Angular', 'C#', 'ComputerScience', 'EmployeeBenefits', 'Full-StackDevelopment', 'MicrosoftAzure', 'React.js', 'SQL', 'SkillDevelopment', 'Vue.js']",11-50 employees , Information Technology & Services," Dunwoody, GA",1 week ago
Software Engineer,Visionaire Partners ,120000,Full-time,Hybrid,"['Angular', 'C#', 'ComputerScience', 'EmployeeBenefits', 'Full-StackDevelopment', 'MicrosoftAzure', 'React.js', 'SQL', 'SkillDevelopment', 'Vue.js']",11-50 employees , Information Technology & Services," Dunwoody, GA",1 week ago
Software Engineer,Visionaire Partners ,120000,Full-time,Hybrid,"['Angular', 'C#', 'ComputerScience', 'EmployeeBenefits', 'Full-StackDevelopment', 'MicrosoftAzure', 'React.js', 'SQL', 'SkillDevelopment', 'Vue.js']",11-50 employees , Information Technology & Services," Dunwoody, GA",1 week ago
Software Engineer,"Qorvo, Inc. ",267963,Full-time,On-site,"['AttentiontoDetail', 'Communication', 'ComputerScience', 'Databases', 'ProductTesting', 'SoftwareDevelopment', 'SoftwareDocumentation', 'SoftwareTesting', 'TestData', 'TestRequirements']","5,001-10,000 employees ", Semiconductor Manufacturing," Richardson, TX",1 week ago
Software Engineer,"Qorvo, Inc. ",178149,Full-time,On-site,"['AttentiontoDetail', 'Communication', 'ComputerScience', 'Databases', 'ProductTesting', 'SoftwareDevelopment', 'SoftwareDocumentation', 'SoftwareTesting', 'TestData', 'TestRequirements']","5,001-10,000 employees ", Semiconductor Manufacturing," Richardson, TX",1 week ago
Software Engineer,"Qorvo, Inc. ",197513,Full-time,On-site,"['AttentiontoDetail', 'Communication', 'ComputerScience', 'Databases', 'ProductTesting', 'SoftwareDevelopment', 'SoftwareDocumentation', 'SoftwareTesting', 'TestData', 'TestRequirements']","5,001-10,000 employees ", Semiconductor Manufacturing," Richardson, TX",1 week ago
Software Engineer,"Qorvo, Inc. ",165302,Full-time,On-site,"['AttentiontoDetail', 'Communication', 'ComputerScience', 'Databases', 'ProductTesting', 'SoftwareDevelopment', 'SoftwareDocumentation', 'SoftwareTesting', 'TestData', 'TestRequirements']","5,001-10,000 employees ", Semiconductor Manufacturing," Richardson, TX",1 week ago
Software Engineer,"Qorvo, Inc. ",315873,Full-time,On-site,"['AttentiontoDetail', 'Communication', 'ComputerScience', 'Databases', 'ProductTesting', 'SoftwareDevelopment', 'SoftwareDocumentation', 'SoftwareTesting', 'TestData', 'TestRequirements']","5,001-10,000 employees ", Semiconductor Manufacturing," Richardson, TX",1 week ago
Software Engineer,"Qorvo, Inc. ",329443,Full-time,On-site,"['AttentiontoDetail', 'Communication', 'ComputerScience', 'Databases', 'ProductTesting', 'SoftwareDevelopment', 'SoftwareDocumentation', 'SoftwareTesting', 'TestData', 'TestRequirements']","5,001-10,000 employees ", Semiconductor Manufacturing," Richardson, TX",1 week ago
Software Engineer,Beeline ,310786,Full-time,Hybrid,"['.NETFramework', 'ASP.NET', 'C#', 'CascadingStyleSheets(CSS)', 'HTML', 'JavaScript', 'SQL', 'SoftwareDesign', 'SoftwareDevelopment', 'jQuery']","501-1,000 employees ", Software Development," Jacksonville, FL",1 week ago
