Job_Title,Company_Name,Salary,Working_Status,Working_Type,Skills,Employee,Industry,Location,Date
(USA) Principal Data Scientist - E2E,Walmart ,,Full-time,On-site,"['Algorithms', 'ArtificialIntelligence(AI)', 'CausalInference', 'ComputerScience', 'DataCollection', 'DataScience', 'DesignDocuments', 'MachineLearning', 'Statistics', 'TaskAssignment']","10,001+ employees ", Retail," Bentonville, AR  2 weeks ago",2 weeks ago
Software Engineer - Ubuntu Systems Management,Canonical ,,Full-time,Remote,"['Python(ProgrammingLanguage)', 'Back-EndWebDevelopment', 'CascadingStyleSheets(CSS)', 'ComputerScience', 'Databases', 'Django', 'Flask', 'Linux', 'Programming', 'TestAutomation']","501-1,000 employees ", Software Development," Waterloo, CA",1 week ago
Senior Data Scientist- Hybrid,Navistar Inc ,,Full-time,On-site,"['AnalyticalSkills', 'Analytics', 'Communication', 'ComputerScience', 'DataAnalytics', 'DataScience', 'DeepLearning', 'NaturalLanguageProcessing(NLP)', 'PredictiveAnalytics', 'StatisticalAnalysis']","10,001+ employees ", Motor Vehicle Manufacturing," Lisle, IL",1 week ago
Senior Data Scientist- Hybrid,Navistar Inc ,,Full-time,On-site,"['AnalyticalSkills', 'Analytics', 'Communication', 'ComputerScience', 'DataAnalytics', 'DataScience', 'DeepLearning', 'NaturalLanguageProcessing(NLP)', 'PredictiveAnalytics', 'StatisticalAnalysis']","10,001+ employees ", Motor Vehicle Manufacturing," Lisle, IL",1 week ago
"GenAI, Senior Data Scientist",Sud Recruiting ,,Full-time,Hybrid,"['ArtificialIntelligence(AI)', 'ChatGPT', 'ConversationalAI', 'DataScience', 'DeepLearning', 'GenerativeAI', 'LargeLanguageModels(LLM)', 'MachineLearning', 'NaturalLanguageProcessing(NLP)', 'ReinforcementLearning']",1-10 employees , Staffing and Recruiting, Charlotte Metro,2 weeks ago
Data Scientist Senior Manager,Accenture Federal Services ,"$156,000/yr - $297,000/yr ",Full-time,Hybrid,"['ArtificialIntelligence(AI)', 'Communication', 'ComputerScience', 'DataAnalytics', 'DataEngineering', 'DataScience', 'MachineLearning', 'ModelDevelopment', 'ModelValidation', 'Presentations']","10,001+ employees ", IT Services and IT Consulting," Arlington, VA",2 weeks ago
"Senior Data Scientist, AIML, GenAI, NLP, CV",Ancestry ,,Full-time,On-site,"['AIML', 'ComputerScience', 'DataScience', 'IndustrialExperience', 'NaturalLanguageProcessing(NLP)', 'PerformanceAnalysis', 'Statistics', 'SubjectMatterExperts', 'TopicModeling', 'TransferLearning']","1,001-5,000 employees ", Software Development," Lehi, UT",1 week ago
Java Developer with Spring Boot & REST,MindPal ,,Full-time,On-site,"['Java', 'ApplicationDevelopment', 'Back-EndWebDevelopment', 'JSON', 'JUnit', 'Maven', 'RESTAPIs', 'SQL', 'SpringBoot', 'SpringFramework']",51-200 employees , Staffing and Recruiting," Miami, FL",1 week ago
Senior Staff Data Scientist,Google ,"$216,000/yr - $317,000/yr ",Full-time,Hybrid,"['DataAnalytics', 'DataScience', 'DataVisualization', 'DeepLearning', 'Mathematics', 'NaturalLanguageProcessing(NLP)', 'OperationsResearch', 'PredictiveAnalytics', 'StatisticalAnalysis', 'Statistics']","10,001+ employees ", Software Development," Los Angeles, CA",1 week ago
Senior Staff Data Scientist,Google ,"$216,000/yr - $317,000/yr ",Full-time,Hybrid,"['DataAnalytics', 'DataScience', 'DataVisualization', 'DeepLearning', 'Mathematics', 'NaturalLanguageProcessing(NLP)', 'OperationsResearch', 'PredictiveAnalytics', 'StatisticalAnalysis', 'Statistics']","10,001+ employees ", Software Development," Los Angeles, CA",1 week ago
Geospatial Data Scientist (mid level),Leidos ,"$63,000/yr - $114,000/yr ",Full-time,Hybrid,"['Cartography', 'DataAnalytics', 'DataCollection', 'GeospatialData', 'GraphicDesign', 'LiteratureReviews', 'Maps', 'R(ProgrammingLanguage)', 'SpatialData', 'Visualization']","10,001+ employees ", IT Services and IT Consulting," Albany, OR",2 weeks ago
Senior Data Scientist I - Computational Protein design,Novo Nordisk ,,Full-time,On-site,"['Biologics', 'ClinicalDevelopment', 'DataAnalytics', 'DataScience', 'DrugDiscovery', 'MolecularModeling', 'Presentations', 'ProteinDesign', 'QSAR', 'Schrodinger']","10,001+ employees ", Pharmaceutical Manufacturing," Lexington, MA",7 hours ago
Senior Data Scientist I - Computational Protein design,Novo Nordisk ,,Full-time,On-site,"['Biologics', 'ClinicalDevelopment', 'DataAnalytics', 'DataScience', 'DrugDiscovery', 'MolecularModeling', 'Presentations', 'ProteinDesign', 'QSAR', 'Schrodinger']","10,001+ employees ", Pharmaceutical Manufacturing," Lexington, MA",7 hours ago
Software Engineer - Python and K8s,Canonical ,,Full-time,Remote,"['Python(ProgrammingLanguage)', 'AgileSoftwareDevelopment', 'AudioEngineering', 'ComputerScience', 'EngineeringDesign', 'LinuxSystemAdministration', 'Programming', 'PublicCloud', 'SoftwareDevelopment', 'SourceOperations']","501-1,000 employees ", Software Development," Seattle, WA",1 week ago
Data Scientist 5 - Autonomous Science/ Experimentation,Pacific Northwest National Laboratory ,"$176,000/yr - $314,000/yr ",Full-time,Remote,"['ArtificialIntelligence(AI)', 'Communication', 'ComputerScience', 'DataScience', 'Modeling', 'Simulation', 'NaturalLanguageProcessing(NLP)', 'Optimization', 'PredictiveAnalytics', 'TechnicalExecution', 'UncertaintyQuantification']","5,001-10,000 employees ", Research Services," Richland, WA",1 week ago
"Intern, Embedded Software Engineer",Analog Devices ,,Full-time,On-site,[],"10,001+ employees ", Semiconductor Manufacturing," Austin, Texas Metropolitan Area  1 week ago",1 week ago
Data Engineer,Arine ,"$140,000/yr - $160,000/yr ",Full-time,Remote,"['Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'Extract', 'Transform', 'Load(ETL)', 'HealthcareInformationTechnology(HIT)', 'SQL', 'ShellScripting', 'Snowflake', 'SnowflakeCloud']",51-200 employees , Hospitals and Health Care, United States,1 week ago
IT Program Analyst,Savan Group ,,Full-time,Hybrid,"['Communication', 'DataManagement', 'MicrosoftOffice', 'MicrosoftProject', 'OralCommunication', 'ProjectManagement', 'ProjectPlanning', 'ProjectPlans', 'PublicTrust', 'SkillDevelopment']",51-200 employees , Business Consulting and Services," Vienna, VA",1 week ago
"Data Scientist, Senior",Booz Allen Hamilton ,"$93,000/yr - $212,000/yr ",Full-time,Remote,"['Analytics', 'ClientRequirements', 'DataAnalysis', 'DataAnalytics', 'DataScience', 'Geomatics', 'GeospatialData', 'ProcessAutomation', 'PublicTrust', 'Visualization']","10,001+ employees ", IT Services and IT Consulting," Bethesda, MD",1 week ago
Network & Solutions Engineer,The Stacia Group ,,Full-time,On-site,"['ComputerNetworking', 'Consulting', 'ITSolutions', 'InformationSecurity', 'Operations', 'ProfessionalSkills', 'SAPProducts', 'SSCP', 'SecuritySystems', 'WorkableSolutions']",,," Chantilly, VA",1 week ago
Java Developer with Spring Boot & REST,MindPal ,,Full-time,On-site,"['Java', 'ApplicationDevelopment', 'Back-EndWebDevelopment', 'JSON', 'JUnit', 'Maven', 'RESTAPIs', 'SQL', 'SpringBoot', 'SpringFramework']",51-200 employees , Staffing and Recruiting," Cedar Rapids, IA",1 week ago
Remote Data Engineer with Python PySpark experience and Secret Clearance,SecurePro-Inc ,,Full-time,Remote,"['Python(ProgrammingLanguage)', 'DataEngineering', 'DataScience', 'PySpark']",51-200 employees,," Arlington, VA",1 week ago
Sr. Data Scientist,Dice ,,Full-time,On-site,"['AnalyticalSkills', 'Analytics', 'DataAnalytics', 'DataExtraction', 'DataMining', 'DataScience', 'DataVisualization', 'PatternRecognition', 'R(ProgrammingLanguage)', 'SQL']","1,001-5,000 employees "," Technology, Information and Internet"," Fort Worth, TX Reposted  2 days ago",2 days ago
Principal Data Scientist and Lead Innovator,Vital Energy ,,Full-time,Hybrid,"['AWSSageMaker', 'AmazonRedshift', 'AmazonWebServices(AWS)', 'Analytics', 'BigData', 'DataMining', 'DataModeling', 'DataScience', 'Oil', 'Gas', 'PredictiveAnalytics']",201-500 employees , Oil and Gas," Tulsa, OK",1 week ago
Senior Data Scientist,Fidelity Investments ,,Full-time,Hybrid,"['AcademicPublishing', 'ComputerScience', 'DataAnalytics', 'DataScience', 'LanguageProcessing', 'NaturalLanguageProcessing(NLP)', 'PatternRecognition', 'QuestionAnswering', 'SpeechRecognition', 'Statistics']",, Financial Services," Boston, MA",2 weeks ago
Research Analyst - Energy,Spearmint Energy ,,Full-time,On-site,"['AmazonRedshift', 'BusinessIntelligence(BI)', 'Dashboards', 'MicrosoftExcel', 'ResearchSkills', 'SkillDevelopment', 'Snowflake', 'SnowflakeCloud', 'Tableau', 'VBAExcel']",11-50 employees,," Miami, FL",1 week ago
Java Developer with Spring Boot & REST,MindPal ,,Full-time,On-site,"['Java', 'ApplicationDevelopment', 'Back-EndWebDevelopment', 'JSON', 'JUnit', 'Maven', 'RESTAPIs', 'SQL', 'SpringBoot', 'SpringFramework']",51-200 employees , Staffing and Recruiting," Dallas, TX",1 week ago
Senior Data Scientist,Harnham ,"$130,000/yr - $150,000/yr ",Full-time,Remote,"['Python(ProgrammingLanguage)', 'DataMining', 'DataScience', 'Keras', 'MachineLearning', 'Mathematics', 'PyTorch', 'RecommenderSystems', 'Statistics', 'TensorFlow']",201-500 employees , Staffing and Recruiting," New York, NY",2 weeks ago
"Principal Data Scientist, The Lab",Capital One ,,Full-time,On-site,"['DataAnalysis', 'DataAnalytics', 'DataScience', 'Datasets', 'DeepLearning', 'Open-SourceSoftware', 'PatternRecognition', 'R(ProgrammingLanguage)', 'SQL', 'Visualization']","10,001+ employees ", Financial Services," McLean, VA  1 week ago",1 week ago
"Principal Data Scientist, The Lab",Capital One ,,Full-time,On-site,"['DataAnalysis', 'DataAnalytics', 'DataScience', 'Datasets', 'DeepLearning', 'Open-SourceSoftware', 'PatternRecognition', 'R(ProgrammingLanguage)', 'SQL', 'Visualization']","10,001+ employees ", Financial Services," McLean, VA  1 week ago",1 week ago
Data Science - College Intern (Gas Infrastructure),NextEra Energy Resources ,,Full-time,On-site,"['ComputerScience', 'DataAnalysis', 'DataAnalytics', 'DataManipulation', 'DataModels', 'DataScience', 'DataVisualization', 'ExploratoryDataAnalysis', 'Programming', 'StatisticalAnalysis']","10,001+ employees ", Utilities," Houston, TX",1 week ago
"(USA) Senior Data Scientist, E2E",Walmart ,,Full-time,On-site,"['ArtificialIntelligence(AI)', 'ComputerScience', 'GAMS', 'Gurobi', 'Lingo', 'Optimization', 'OptimizationTechniques', 'PySpark', 'StatisticalModeling', 'Statistics']","10,001+ employees ", Retail," Bentonville, AR  2 weeks ago",2 weeks ago
"(USA) Senior Data Scientist, E2E",Walmart ,,Full-time,On-site,"['ArtificialIntelligence(AI)', 'ComputerScience', 'GAMS', 'Gurobi', 'Lingo', 'Optimization', 'OptimizationTechniques', 'PySpark', 'StatisticalModeling', 'Statistics']","10,001+ employees ", Retail," Bentonville, AR  2 weeks ago",2 weeks ago
Senior Data Engineer,"FIGUR8, Inc. ",,Full-time,Hybrid,"['BigData', 'CloudInfrastructure', 'DataEngineering', 'Extract', 'Transform', 'Load(ETL)']",11-50 employees,," Boston, MA",1 week ago
Sr. Data Scientist (PENA),Panasonic North America ,,Full-time,On-site,"['Python(ProgrammingLanguage)', 'ClusterAnalysis', 'ComputerScience', 'DataScience', 'Mathematics', 'PatternRecognition', 'PredictiveAnalytics', 'ProbabilityTheory', 'PySpark', 'StatisticalAnalysis']","10,001+ employees "," Appliances, Electrical, and Electronics Manufacturing"," Sparks, NV Reposted  1 week ago",1 week ago
"Senior Data Scientist, gt.school (Remote) - $60,000/year USD",Crossover  ,,Full-time,Remote,"['Python(ProgrammingLanguage)', 'ArtificialIntelligence(AI)', 'Communication', 'DataCollection', 'DataScience', 'GenerativeAI', 'JSON', 'JavaScript', 'PredictiveAnalytics', 'R(ProgrammingLanguage)']","5,001-10,000 employees ", IT Services and IT Consulting," West Palm Beach, FL",3 days ago
"Senior Data Scientist, gt.school (Remote) - $60,000/year USD",Crossover  ,,Full-time,Remote,"['Python(ProgrammingLanguage)', 'ArtificialIntelligence(AI)', 'Communication', 'DataCollection', 'DataScience', 'GenerativeAI', 'JSON', 'JavaScript', 'PredictiveAnalytics', 'R(ProgrammingLanguage)']","5,001-10,000 employees ", IT Services and IT Consulting," West Palm Beach, FL",3 days ago
Data Scientist Intern,HCA Healthcare ,,Full-time,On-site,"['ProblemSolving', 'CapacityPlanning', 'ComputerScience', 'DataAnalytics', 'DataCollection', 'DataScience', 'TalentStrategy', 'TrainingCourses', 'Turnover', 'WorkforcePlanning']","10,001+ employees ", Hospitals and Health Care," Nashville, TN",2 weeks ago
Data Scientist Intern,HCA Healthcare ,,Full-time,On-site,"['ProblemSolving', 'CapacityPlanning', 'ComputerScience', 'DataAnalytics', 'DataCollection', 'DataScience', 'TalentStrategy', 'TrainingCourses', 'Turnover', 'WorkforcePlanning']","10,001+ employees ", Hospitals and Health Care," Nashville, TN",2 weeks ago
Data Scientist Intern (CG),Copart ,,Full-time,Hybrid,"['AnalyticalSkills', 'Python(ProgrammingLanguage)', 'ComputerGraphics', 'DataScience', 'EmployeeBenefits', 'Mathematics', 'NeuralNetworks', 'Plotly', 'StatisticalModeling', 'ggplot']","5,001-10,000 employees ", Motor Vehicle Manufacturing," Dallas, TX",1 week ago
Data Scientist Intern (CG),Copart ,,Full-time,Hybrid,"['AnalyticalSkills', 'Python(ProgrammingLanguage)', 'ComputerGraphics', 'DataScience', 'EmployeeBenefits', 'Mathematics', 'NeuralNetworks', 'Plotly', 'StatisticalModeling', 'ggplot']","5,001-10,000 employees ", Motor Vehicle Manufacturing," Dallas, TX",1 week ago
GIS Data Engineer,Savion LLC ,,Full-time,Hybrid,"['Python(ProgrammingLanguage)', 'ArcGISDesktop', 'ArcGISProducts', 'Communication', 'ComputerScience', 'GeographicInformationSystems(GIS)', 'LoadFlow', 'Optimization', 'SQL', 'TimeManagement']",,, Kansas City Metropolitan Area,1 week ago
Program Manager/Staff Supervisor -Psych Rehab,"Advocate Support Services, Inc. ","$55,000/yr - $60,000/yr ",Full-time,On-site,"['ClinicalSupervision', 'Communication', 'CreativeProblemSolving', 'CriticalThinking', 'Healthcare', 'ProgramEvaluation', 'Teamwork']",,," Annapolis, MD",1 week ago
"Advanced Research Data Scientist, Senior",Booz Allen Hamilton ,"$81,000/yr - $186,000/yr ",Full-time,Hybrid,"['Analytics', 'BiomedicalResearch', 'Communication', 'DataScience', 'DataVisualization', 'DeepLearning', 'NaturalLanguageProcessing(NLP)', 'PredictiveAnalytics', 'RealEstateDevelopmentProjects', 'Research', 'Development(R&D)']","10,001+ employees ", IT Services and IT Consulting," Washington, DC",1 week ago
Underwriting & Risk Analyst,Equinox Benefits Consulting ,"$55,000/yr - $70,000/yr ",Full-time,Hybrid,"['ProblemSolving', 'Communication', 'Decision-Making', 'InterpersonalSkills', 'Mathematics', 'MicrosoftOffice', 'OutsideSales', 'RiskManagement', 'TimeManagement', 'Underwriting']",11-50 employees,," Allentown, PA",1 week ago
Java Developer with Spring Boot & REST,MindPal ,,Full-time,On-site,"['Java', 'ApplicationDevelopment', 'Back-EndWebDevelopment', 'JSON', 'JUnit', 'Maven', 'RESTAPIs', 'SQL', 'SpringBoot', 'SpringFramework']",51-200 employees , Staffing and Recruiting," Charleston, SC",1 week ago
Marketing Data Scientist,Excelligence Learning Corporation ,,Full-time,On-site,"['AnalyticalSkills', 'ProblemSolving', 'Python(ProgrammingLanguage)', 'Communication', 'CustomerRelationshipManagement(CRM)', 'DataAnalysis', 'GoogleAnalytics', 'MarketingStrategy', 'ProjectManagement', 'StatisticalModeling']","1,001-5,000 employees ", Higher Education," Shelton, CT",2 weeks ago
Senior Data Engineer,adMarketplace ,"$150,000/yr - $215,000/yr ",Full-time,On-site,"['Java', 'Python(ProgrammingLanguage)', 'ApacheSpark', 'ApacheZooKeeper', 'Hadoop', 'Jira', 'Linux', 'MySQL', 'SQL', 'Vertica']",201-500 employees ," Technology, Information and Internet"," New York, NY",1 week ago
Business Development Specialist,Urban Spine and Rehab ,,Full-time,Hybrid,"['AccountManagement', 'Business', 'BusinessDevelopment', 'Communication', 'IdentifyingNewOpportunities', 'MarketingStrategy', 'Sales', 'SkillDevelopment']",11-50 employees,," Jersey City, NJ",1 week ago
Business Development Specialist,Urban Spine and Rehab ,,Full-time,Hybrid,"['AccountManagement', 'Business', 'BusinessDevelopment', 'Communication', 'IdentifyingNewOpportunities', 'MarketingStrategy', 'Sales', 'SkillDevelopment']",11-50 employees,," Jersey City, NJ",1 week ago
Business Development Specialist,Urban Spine and Rehab ,,Full-time,Hybrid,"['AccountManagement', 'Business', 'BusinessDevelopment', 'Communication', 'IdentifyingNewOpportunities', 'MarketingStrategy', 'Sales', 'SkillDevelopment']",11-50 employees,," Jersey City, NJ",1 week ago
Business Development Specialist,Urban Spine and Rehab ,,Full-time,Hybrid,"['AccountManagement', 'Business', 'BusinessDevelopment', 'Communication', 'IdentifyingNewOpportunities', 'MarketingStrategy', 'Sales', 'SkillDevelopment']",11-50 employees,," Jersey City, NJ",1 week ago
Data Center Associate Project Manager,Network Connex ,,Full-time,On-site,[],"1,001-5,000 employees ", Telecommunications," Manassas, VA",1 week ago
Data Center Associate Project Manager,Network Connex ,,Full-time,On-site,"['Bluebeam', 'BluebeamRevu', 'Communication', 'CustomerService', 'FiberOpticCable', 'FiberOptics', 'MicrosoftPowerPoint', 'ProjectManagement', 'ProjectPlans', 'Visio']","1,001-5,000 employees ", Telecommunications," Manassas, VA",1 week ago
Senior Data Analyst,Govini ,,Full-time,On-site,"['Communication', 'ComputerScience', 'DataManipulation', 'Leadership', 'MicrosoftExcel', 'QualityAssurance', 'Teamwork']",51-200 employees , Software Development," Arlington, VA",1 week ago
"Associate, Data Analytics","HPS Investment Partners, LLC ","$145,000/yr - $155,000/yr ",Full-time,Hybrid,"['AnalyticalSkills', 'BusinessAnalysis', 'Communication', 'ComputerScience', 'DataManipulation', 'InterpersonalSkills', 'MicrosoftExcel', 'MicrosoftSQLServer', 'QlikView', 'RelationshipDevelopment']","501-1,000 employees ", Financial Services," New York, United States",1 week ago
"Associate, Data Analytics","HPS Investment Partners, LLC ","$145,000/yr - $155,000/yr ",Full-time,Hybrid,"['AnalyticalSkills', 'BusinessAnalysis', 'Communication', 'ComputerScience', 'DataManipulation', 'InterpersonalSkills', 'MicrosoftExcel', 'MicrosoftSQLServer', 'QlikView', 'RelationshipDevelopment']","501-1,000 employees ", Financial Services," New York, United States",1 week ago
Java Developer with Spring Boot & REST,MindPal ,,Full-time,On-site,"['Java', 'ApplicationDevelopment', 'Back-EndWebDevelopment', 'JSON', 'JUnit', 'Maven', 'RESTAPIs', 'SQL', 'SpringBoot', 'SpringFramework']",51-200 employees , Staffing and Recruiting," Rockford, IL",1 week ago
Business Development Specialist,Fantuan 饭团 ,"$36,000/yr - $60,000/yr ",Full-time,Hybrid,[],"501-1,000 employees",," Pittsburgh, PA",1 week ago
Project Manager,"SMJ Metal Company, Inc. ",,Full-time,On-site,"['BuildingPerformance', 'EmployeeBenefits', 'Engineering', 'PlanGrid', 'ServiceWork', 'VBAExcel', 'WorkingExperience']",11-50 employees,," Northampton, MA",1 week ago
z/OS System Programmer,Response Systems Ltd. ,,Full-time,Remote,"['Assembler', 'CLIST', 'HLASM', 'IBMMainframe', 'ISPF', 'JobControlLanguage(JCL)', 'OperatingSystems', 'REXX', 'SMP/E', 'z/OS']",1-10 employees,, United States,1 week ago
z/OS System Programmer,Response Systems Ltd. ,,Full-time,Remote,"['Assembler', 'CLIST', 'HLASM', 'IBMMainframe', 'ISPF', 'JobControlLanguage(JCL)', 'OperatingSystems', 'REXX', 'SMP/E', 'z/OS']",1-10 employees,, United States,1 week ago
Business Development Specialist,"Express Employment Professionals - Manassas, VA ",,Full-time,On-site,"['BusinessDevelopment', 'ClientRelations', 'Communication', 'HighSenseofUrgency', 'InterpersonalSkills', 'Presentations', 'ProductDemonstration', 'RelationshipBuilding', 'SalesPresentations', 'SalesProcesses']",1-10 employees,," Manassas, VA",1 week ago
Java AWS Developer (Entry Level) - US/Canada,Pattern Learning AI - Career & Tech Recruitment Reimagined! ,"$58,000/yr - $68,000/yr ",Full-time,Remote,"['Java', 'ProblemSolving', 'AmazonWebServices(AWS)', 'CodeReview', 'Communication', 'ComputerScience', 'JavaDevelopment', 'Programming', 'ProgrammingLanguages', 'SoftwareDevelopment']",11-50 employees , Staffing and Recruiting," Phoenix, AZ",1 week ago
Data Scientist Intern,Copart ,,Full-time,On-site,"['Analytics', 'ComputerScience', 'DataAnalytics', 'DataMining', 'DataScience', 'DataVisualization', 'PatternRecognition', 'Plotly', 'SQL', 'StatisticalModeling']","5,001-10,000 employees ", Motor Vehicle Manufacturing," Dallas, TX",1 week ago
Data Scientist Intern,Copart ,,Full-time,On-site,"['Analytics', 'ComputerScience', 'DataAnalytics', 'DataMining', 'DataScience', 'DataVisualization', 'PatternRecognition', 'Plotly', 'SQL', 'StatisticalModeling']","5,001-10,000 employees ", Motor Vehicle Manufacturing," Dallas, TX",1 week ago
Software Engineer / Data Scientist,Perfex Chemical Solutions ,,Full-time,On-site,"['EnterpriseData', 'EnterpriseDataManagement', 'MicrosoftPowerApps', 'MicrosoftPowerAutomate', 'MicrosoftPowerPlatform', 'MobileApplicationDevelopment', 'Retirement', 'SkillDevelopment', 'VBAExcel', 'VBScript']",51-200 employees,," Edmond, OK",1 week ago
Software Engineer,Talent-AQ ,,Full-time,Hybrid,"['.NETFramework', 'AmazonWebServices(AWS)', 'CodeReview', 'ComputerScience', 'MicrosoftAzure', 'OrganizationSkills', 'SQL', 'SkillDevelopment', 'SoftwareasaService(SaaS)', 'UnitTesting']",,," Aliso Viejo, CA",1 week ago
Program Accountability Coach,Stacy Tuschl LLC ,"$50,000/yr + Commission ",Full-time,Hybrid,"['Coaching', 'Communication', 'CustomerRetention', 'CustomerService', 'GoogleWorkspace', 'KeyPerformanceIndicators', 'OralCommunication', 'RelationshipBuilding', 'Sales', 'TechnicalAbility']",,," Oak Creek, WI",6 days ago
Performance Operations Analyst,"Xponance, Inc. ",,Full-time,Hybrid,"['AccountReconciliation', 'AccountingSoftware', 'Advent', 'AttentiontoDetail', 'BankStatements', 'BusinessCorrespondence', 'ClientOnboarding', 'FactSet', 'TimeManagement', 'TradeSettlements']",11-50 employees,," Durham, NC",1 week ago
Java Developer with Spring Boot & REST,MindPal ,,Full-time,On-site,"['Java', 'ApplicationDevelopment', 'Back-EndWebDevelopment', 'JSON', 'JUnit', 'Maven', 'RESTAPIs', 'SQL', 'SpringBoot', 'SpringFramework']",51-200 employees , Staffing and Recruiting," Greensboro, NC",1 week ago
Operations Analyst,Case-Mate ,,Full-time,On-site,"['AnalyticalSkills', 'DataAnalysis', 'DataCollection', 'Forecasting', 'MicrosoftExcel', 'OrganizationSkills', 'Spreadsheets', 'SupplyChainManagement', 'VBAExcel']",51-200 employees,," Atlanta, GA",1 week ago
Project Manager,Arkieva ,,Full-time,Hybrid,"['Methodology', 'OrganizationSkills', 'ProjectControl', 'ProjectManagement', 'ProjectManagementSoftware', 'ProjectPlans', 'SkillDevelopment', 'StatementsofWork(SOW)', 'SupplyChainManagement', 'TechnicalProjectManagement']",51-200 employees,," Wilmington, DE",1 week ago
Project Manager,Arkieva ,,Full-time,Hybrid,"['Methodology', 'OrganizationSkills', 'ProjectControl', 'ProjectManagement', 'ProjectManagementSoftware', 'ProjectPlans', 'SkillDevelopment', 'StatementsofWork(SOW)', 'SupplyChainManagement', 'TechnicalProjectManagement']",51-200 employees,," Wilmington, DE",1 week ago
Financial Planning Analyst,Rhoback ,,Full-time,On-site,[],11-50 employees,," Charlottesville, VA",1 week ago
Senior Software Engineer,Pario Health ,"$140,000/yr - $180,000/yr ",Full-time,On-site,"['AmazonWebServices(AWS)', 'DistributedSystems', 'Go(ProgrammingLanguage)', 'React.js', 'SQL', 'TypeScript']",1-10 employees,," New York, NY",1 week ago
Senior Software Engineer,Pario Health ,"$140,000/yr - $180,000/yr ",Full-time,On-site,"['AmazonWebServices(AWS)', 'DistributedSystems', 'Go(ProgrammingLanguage)', 'React.js', 'SQL', 'TypeScript']",1-10 employees,," New York, NY",1 week ago
Project Manager,"Office Resources, Inc. (ORI) ",,Full-time,On-site,"['Budgeting', 'JobSkills', 'ProjectImplementation', 'ProjectManagement', 'ProjectPlanning', 'WorkingExperience']",51-200 employees,," Louisville, KY",1 week ago
Labview Software Engineer,"Terrasat Communications, Inc. ","$75,000/yr - $125,000/yr ",Full-time,On-site,"['C++', 'ElectricalEngineering', 'LabVIEW', 'Linux', 'LinuxDevelopment', 'LocalAreaNetwork(LAN)', 'Oscilloscope', 'SpectrumAnalyzer', 'VisualStudio']",51-200 employees,," Morgan Hill, CA",3 days ago
Labview Software Engineer,"Terrasat Communications, Inc. ","$75,000/yr - $125,000/yr ",Full-time,On-site,"['C++', 'ElectricalEngineering', 'LabVIEW', 'Linux', 'LinuxDevelopment', 'LocalAreaNetwork(LAN)', 'Oscilloscope', 'SpectrumAnalyzer', 'VisualStudio']",51-200 employees,," Morgan Hill, CA",3 days ago
Lead Software Engineer,Industrial Data Labs ,,Full-time,Hybrid,"['Python(ProgrammingLanguage)', 'CloudComputing', 'DataManipulation', 'DistributedComputing', 'Django', 'FastAPI', 'Flask', 'Full-StackDevelopment', 'HTML5', 'Kubernetes']",1-10 employees,," Houston, TX",1 week ago
Lead Software Engineer,Industrial Data Labs ,,Full-time,Hybrid,"['Python(ProgrammingLanguage)', 'CloudComputing', 'DataManipulation', 'DistributedComputing', 'Django', 'FastAPI', 'Flask', 'Full-StackDevelopment', 'HTML5', 'Kubernetes']",1-10 employees,," Houston, TX",1 week ago
Python Developer with ML experience Mandatory,Dice ,,Full-time,On-site,"['Python(ProgrammingLanguage)', 'Back-EndWebDevelopment', 'CascadingStyleSheets(CSS)', 'Databases', 'Django', 'JSON', 'MachineLearning', 'Object-OrientedProgramming(OOP)', 'SoftwareDevelopment', 'WebFramework']","1,001-5,000 employees "," Technology, Information and Internet"," Santa Clara, CA  5 hours ago",5 hours ago
Data Center Engineer,Amazon ,,Full-time,On-site,[],"10,001+ employees ", Software Development," Sterling, VA",1 week ago
Integrity Solutions Engineer,Meta ,"$173,000/yr - $241,000/yr ",Full-time,On-site,"['C#', 'ComputerScience', 'Kotlin', 'Open-SourceSoftware', 'RESTAPIs']","10,001+ employees ", Software Development," Washington, DC Reposted  1 week ago",1 week ago
Data Analyst,ZAGENO Inc. ,,Full-time,Remote,"['AnalyticalSkills', 'ProblemSolving', 'Python(ProgrammingLanguage)', 'AzureDatabricks', 'DataAnalysis', 'DataModeling', 'English', 'Mathematics', 'PostgreSQL', 'SQL']",201-500 employees , Biotechnology Research, United States,1 week ago
Data Analyst,ZAGENO Inc. ,,Full-time,Remote,"['AnalyticalSkills', 'ProblemSolving', 'Python(ProgrammingLanguage)', 'AzureDatabricks', 'DataAnalysis', 'DataModeling', 'English', 'Mathematics', 'PostgreSQL', 'SQL']",201-500 employees , Biotechnology Research, United States,1 week ago
"Data Scientist I, Risk Analytics",Oscar Health ,"$119,000/yr - $157,000/yr ",Full-time,Remote,"['Analytics', 'DataModels', 'DataPipelines', 'DataScience', 'NaturalLanguageProcessing(NLP)', 'PredictiveAnalytics', 'Quantification', 'RiskAdjustment', 'SQL', 'StatisticalDataAnalysis']","1,001-5,000 employees ", Insurance, United States,2 weeks ago
