Job_Title,Company_Name,Salary,Working_Status,Working_Type,Skills,Employee,Industry,Location,Date
Systems Engineer,Palo Alto Networks ,,Full-time,On-site,"['Communication', 'Presentations', 'SystemAdministration', 'TechnicalPresentations', 'Troubleshooting']","10,001+ employees ", Computer and Network Security," New York, NY",1 week ago
Systems Engineer,Palo Alto Networks ,,Full-time,On-site,"['Communication', 'Presentations', 'SystemAdministration', 'TechnicalPresentations', 'Troubleshooting']","10,001+ employees ", Computer and Network Security," New York, NY",1 week ago
Quality Assurance Automation Engineer,Software Technology Group ,,Full-time,Hybrid,"['Java', 'Python(ProgrammingLanguage)', 'Appium', 'Git', 'JUnit', 'JavaScript', 'QAEngineering', 'QualityAssurance', 'Selenium', 'SoftwareDevelopmentLifeCycle(SDLC)']",51-200 employees , IT Services and IT Consulting, Salt Lake City Metropolitan Area,5 days ago
C++ Developer,MindPal ,,Full-time,On-site,"['C++', 'Java', 'C(ProgrammingLanguage)', 'C#', 'DataStructures', 'DebuggingCode', 'Interfaces', 'Object-orientedLanguages', 'Programming', 'SoftwareImplementation']",51-200 employees , Staffing and Recruiting," Memphis, IN",1 month ago
Java Software Engineer,Insight Global ,"$135,000/yr ",Full-time,Hybrid,"['Java', 'ApacheFlink', 'ApacheKafka', 'CoreJava', 'KafkaStreams', 'Microservices', 'PL/SQL', 'PostgreSQL', 'RESTAPIs', 'SpringBoot']","1,001-5,000 employees ", Staffing and Recruiting, Greater Phoenix Area,1 week ago
Java Software Engineer,Insight Global ,"$135,000/yr ",Full-time,Hybrid,"['Java', 'ApacheFlink', 'ApacheKafka', 'CoreJava', 'KafkaStreams', 'Microservices', 'PL/SQL', 'PostgreSQL', 'RESTAPIs', 'SpringBoot']","1,001-5,000 employees ", Staffing and Recruiting, Greater Phoenix Area,1 week ago
Java Software Engineer,NLB Services ,,Full-time,On-site,"['Java', 'Bitbucket', 'ConcurrentProgramming', 'ContinuousIntegration', 'ContinuousDelivery(CI/CD)', 'DesignPatterns', 'JavaScript', 'SQL', 'SpringBoot', 'SpringFramework', 'XML']","5,001-10,000 employees ", IT Services and IT Consulting," Wilmington, DE",1 week ago
Software Engineer - DevOps/MLOps,BigBear.ai ,,Full-time,On-site,"['Back-EndWebDevelopment', 'CyberDefense', 'DataScience', 'DevOps', 'MLOps', 'Modeling', 'Simulation', 'P', 'as(Software)', 'Prototyping', 'SoftwareDevelopment', 'TS']","501-1,000 employees ", Software Development," Columbia, MD",2 weeks ago
Software Engineer (Golang),Brooksource ,,Full-time,Hybrid,"['AmazonWebServices(AWS)', 'Communication', 'Cross-functionalTeamLeadership', 'DASH', 'DockerProducts', 'Kubernetes', 'RequirementsGathering', 'SkillDevelopment', 'Teamwork', 'TechnicalUnderst', 'ing']","1,001-5,000 employees ", IT Services and IT Consulting," New York, NY",2 weeks ago
Full Stack Developer,Generac Power Systems ,,Full-time,On-site,"['Java', 'ASP.NET', 'C#', 'DatabaseDesign', 'HTML5', 'JavaScript', 'MicrosoftSQLServer', 'SQL', 'SQLServerReportingServices(SSRS)', 'jQuery']","5,001-10,000 employees "," Appliances, Electrical, and Electronics Manufacturing"," Waukesha, WI",2 weeks ago
"Programmer - 13010 (HTML/CSS , .NET ,UI)",Five Cubes ,,Full-time,On-site,"['AdobeColdFusion', 'Bootstrap(Framework)', 'CascadingStyleSheets(CSS)', 'Front-EndDevelopment', 'ResponsiveWebDesign', 'Section508', 'UnitTesting', 'WebContentAccessibilityGuidelines(WCAG)', 'WebDesign', 'jQuery']",51-200 employees , IT Services and IT Consulting," Albany, NY",2 weeks ago
Systems Engineer (Java),AutoZone ,,Full-time,On-site,"['ActiveMQ', 'ApacheKafka', 'BusinessRequirements', 'ComputerScience', 'Couchbase', 'DataModels', 'HighSenseofUrgency', 'InformationTechnology', 'ManagementInformationSystems(MIS)', 'SpringBoot']","10,001+ employees ", Motor Vehicle Manufacturing," Memphis, TN",1 week ago
Software Engineer,L&T Technology Services ,,Full-time,On-site,"['ApplicationDevelopment', 'ComputerScience', 'Engineering', 'Infrastructure', 'Scripting', 'ServiceWork', 'Tech-Savvy', 'Troubleshooting']","10,001+ employees ", IT Services and IT Consulting," Jamestown, ND",2 weeks ago
Software Engineer,L&T Technology Services ,,Full-time,On-site,"['ApplicationDevelopment', 'ComputerScience', 'Engineering', 'Infrastructure', 'Scripting', 'ServiceWork', 'Tech-Savvy', 'Troubleshooting']","10,001+ employees ", IT Services and IT Consulting," Jamestown, ND",2 weeks ago
Software Engineer,L&T Technology Services ,,Full-time,On-site,"['ApplicationDevelopment', 'ComputerScience', 'Engineering', 'Infrastructure', 'Scripting', 'ServiceWork', 'Tech-Savvy', 'Troubleshooting']","10,001+ employees ", IT Services and IT Consulting," Jamestown, ND",2 weeks ago
Software Engineer,L&T Technology Services ,,Full-time,On-site,"['ApplicationDevelopment', 'ComputerScience', 'Engineering', 'Infrastructure', 'Scripting', 'ServiceWork', 'Tech-Savvy', 'Troubleshooting']","10,001+ employees ", IT Services and IT Consulting," Jamestown, ND",2 weeks ago
Software Engineer,L&T Technology Services ,,Full-time,On-site,"['ApplicationDevelopment', 'ComputerScience', 'Engineering', 'Infrastructure', 'Scripting', 'ServiceWork', 'Tech-Savvy', 'Troubleshooting']","10,001+ employees ", IT Services and IT Consulting," Jamestown, ND",2 weeks ago
Software Developer,VPC ,,Full-time,On-site,"['AnalyticalSkills', 'BusinessRequirements', 'C(ProgrammingLanguage)', 'C#', 'ComputerScience', 'DataAnalysis', 'DataAnalytics', 'Programming', 'RequirementsAnalysis', 'SoftwareDevelopment']",51-200 employees , Defense & Space," Waynesboro, VA",1 week ago
Software Developer,VPC ,,Full-time,On-site,"['AnalyticalSkills', 'BusinessRequirements', 'C(ProgrammingLanguage)', 'C#', 'ComputerScience', 'DataAnalysis', 'DataAnalytics', 'Programming', 'RequirementsAnalysis', 'SoftwareDevelopment']",51-200 employees , Defense & Space," Waynesboro, VA",1 week ago
Software Developer,VPC ,,Full-time,On-site,"['AnalyticalSkills', 'BusinessRequirements', 'C(ProgrammingLanguage)', 'C#', 'ComputerScience', 'DataAnalysis', 'DataAnalytics', 'Programming', 'RequirementsAnalysis', 'SoftwareDevelopment']",51-200 employees , Defense & Space," Waynesboro, VA",1 week ago
Software Developer,VPC ,,Full-time,On-site,"['AnalyticalSkills', 'BusinessRequirements', 'C(ProgrammingLanguage)', 'C#', 'ComputerScience', 'DataAnalysis', 'DataAnalytics', 'Programming', 'RequirementsAnalysis', 'SoftwareDevelopment']",51-200 employees , Defense & Space," Waynesboro, VA",1 week ago
Software Developer,VPC ,,Full-time,On-site,"['AnalyticalSkills', 'BusinessRequirements', 'C(ProgrammingLanguage)', 'C#', 'ComputerScience', 'DataAnalysis', 'DataAnalytics', 'Programming', 'RequirementsAnalysis', 'SoftwareDevelopment']",51-200 employees , Defense & Space," Waynesboro, VA",1 week ago
Intern - Software Engineering,Aerojet Rocketdyne ,,Full-time,Hybrid,"['C(ProgrammingLanguage)', 'ControlSystem', 'CustomerReviews', 'DualCitizenship', 'Programming', 'Real-timeControl', 'RequirementsAnalysis', 'SoftwareDevelopment', 'SoftwareRequirements', 'UnitTesting']","10,001+ employees ", Defense and Space Manufacturing," Los Angeles, California, United States",2 weeks ago
Intern - Software Engineering,Aerojet Rocketdyne ,,Full-time,Hybrid,"['C(ProgrammingLanguage)', 'ControlSystem', 'CustomerReviews', 'DualCitizenship', 'Programming', 'Real-timeControl', 'RequirementsAnalysis', 'SoftwareDevelopment', 'SoftwareRequirements', 'UnitTesting']","10,001+ employees ", Defense and Space Manufacturing," Los Angeles, California, United States",2 weeks ago
Intern - Software Engineering,Aerojet Rocketdyne ,,Full-time,Hybrid,"['C(ProgrammingLanguage)', 'ControlSystem', 'CustomerReviews', 'DualCitizenship', 'Programming', 'Real-timeControl', 'RequirementsAnalysis', 'SoftwareDevelopment', 'SoftwareRequirements', 'UnitTesting']","10,001+ employees ", Defense and Space Manufacturing," Los Angeles, California, United States",2 weeks ago
Software Development Test Engineer,"TSR Consulting Services, Inc. ",,Full-time,Remote,"['Python(ProgrammingLanguage)', 'ASP.NET', 'AzureDataLake', 'C#', 'NUnit', 'SQL', 'SoapUI', 'SoftwareDevelopment', 'StoredProcedures', 'TestPlanning']","501-1,000 employees ", Staffing and Recruiting, United States,1 week ago
Software Development Test Engineer,"TSR Consulting Services, Inc. ",,Full-time,Remote,"['Python(ProgrammingLanguage)', 'ASP.NET', 'AzureDataLake', 'C#', 'NUnit', 'SQL', 'SoapUI', 'SoftwareDevelopment', 'StoredProcedures', 'TestPlanning']","501-1,000 employees ", Staffing and Recruiting, United States,1 week ago
Software Developer,SAS ,,Full-time,Hybrid,"['ApacheKafka', 'ComputerScience', 'Interfaces', 'Microservices', 'OSIModel', 'OpenSystems', 'RESTAPIs', 'SoftwareDesign', 'SoftwareDevelopment', 'TypeScript']","10,001+ employees ", Software Development," Cary, NC",1 week ago
Software Developer,SAS ,,Full-time,Hybrid,"['ApacheKafka', 'ComputerScience', 'Interfaces', 'Microservices', 'OSIModel', 'OpenSystems', 'RESTAPIs', 'SoftwareDesign', 'SoftwareDevelopment', 'TypeScript']","10,001+ employees ", Software Development," Cary, NC",1 week ago
Software Engineer,JPMorgan Chase & Co. ,,Full-time,On-site,"['CA-7', 'DesignSpecifications', 'JSON', 'Mainview', 'Microservices', 'SOAP', 'SoftwareDevelopment', 'VSAM', 'WorkloadAutomation', 'Xpediter']","10,001+ employees ", Financial Services," Plano, TX  1 week ago",1 week ago
Software Engineer,JPMorgan Chase & Co. ,,Full-time,On-site,"['CA-7', 'DesignSpecifications', 'JSON', 'Mainview', 'Microservices', 'SOAP', 'SoftwareDevelopment', 'VSAM', 'WorkloadAutomation', 'Xpediter']","10,001+ employees ", Financial Services," Plano, TX  1 week ago",1 week ago
Lead .NET/C# Developer,Prosum ,"$123,000/yr - $180,000/yr ",Full-time,On-site,"['.NETFramework', 'AgileMethodologies', 'AgileSoftwareDevelopment', 'ApacheKafka', 'C#', 'JavaScript', 'MicrosoftAzure', 'Scrum', 'SkillDevelopment', 'SoftwareDevelopment']",201-500 employees , Staffing and Recruiting," Scottsdale, AZ",2 weeks ago
Principal Software Engineer,Apt ,,Full-time,Hybrid,"['Java', 'AzureDevOpsServices', 'ContinuousIntegration', 'ContinuousDelivery(CI/CD)', 'GitHub', 'Hibernate', 'JakartaPersistence', 'Maven', 'ObjectOrientedDesign', 'RESTfulWebServices', 'SoftwareDevelopment']",11-50 employees , Staffing and Recruiting," Birmingham, AL",2 weeks ago
Solutions Engineer,Icomera North America ,,Full-time,On-site,[],201-500 employees ," Technology, Information and Internet"," Rockville, MD",1 week ago
SAP Hybris Developer,3i People ,,Full-time,Remote,"['Java', 'CloudApplications', 'SAPCommerceCloud', 'SAPERP', 'SAPFICO', 'SAPMarketingCloud', 'SAPProducts', 'StatutoryAccountingPrinciples(SAP)', 'UnitTesting']",201-500 employees , IT Services and IT Consulting," Roswell, GA",2 weeks ago
Software Engineer - Ubuntu Systems Management,Canonical ,,Full-time,Remote,"['Python(ProgrammingLanguage)', 'Back-EndWebDevelopment', 'CascadingStyleSheets(CSS)', 'ComputerScience', 'Databases', 'Django', 'Flask', 'Linux', 'Programming', 'TestAutomation']","501-1,000 employees ", Software Development," Fresno, CA",1 week ago
Software Engineer in Test,PMG GLOBAL ,,Full-time,Hybrid,"['Java', 'Behavior-DrivenDevelopment(BDD)', 'ComputerScience', 'Cucumber', 'Extract', 'Transform', 'Load(ETL)', 'PostmanAPI', 'SQL', 'SkillDevelopment', 'SoftwareTesting', 'SpringFramework']",11-50 employees , IT Services and IT Consulting, Raleigh-Durham-Chapel Hill Area,2 weeks ago
Software Engineer,OpenText ,,Full-time,On-site,"['Communication', 'ComputerScience', 'DesignDocuments', 'OralCommunication', 'SecureFileTransferProtocol(SFTP)']","10,001+ employees ", Software Development," Plano, TX",1 week ago
Software Engineer,OpenText ,,Full-time,On-site,"['Communication', 'ComputerScience', 'DesignDocuments', 'OralCommunication', 'SecureFileTransferProtocol(SFTP)']","10,001+ employees ", Software Development," Plano, TX",1 week ago
Software Engineer,OpenText ,,Full-time,On-site,"['Communication', 'ComputerScience', 'DesignDocuments', 'OralCommunication', 'SecureFileTransferProtocol(SFTP)']","10,001+ employees ", Software Development," Plano, TX",1 week ago
Software Engineer,OpenText ,,Full-time,On-site,"['Communication', 'ComputerScience', 'DesignDocuments', 'OralCommunication', 'SecureFileTransferProtocol(SFTP)']","10,001+ employees ", Software Development," Plano, TX",1 week ago
Software Engineer,OpenText ,,Full-time,On-site,"['Communication', 'ComputerScience', 'DesignDocuments', 'OralCommunication', 'SecureFileTransferProtocol(SFTP)']","10,001+ employees ", Software Development," Plano, TX",1 week ago
Full stack Java Developer,People Tech Group Inc ,,Full-time,On-site,"['Java', 'Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'DataStructures', 'EnterpriseJavaBeans(EJB)', 'JakartaMessagingAPI', 'Microservices', 'SpringBoot', 'SpringFramework', 'XML']","1,001-5,000 employees ", IT Services and IT Consulting," Redmond, WA",1 week ago
Full stack Java Developer,People Tech Group Inc ,,Full-time,On-site,"['Java', 'Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'DataStructures', 'EnterpriseJavaBeans(EJB)', 'JakartaMessagingAPI', 'Microservices', 'SpringBoot', 'SpringFramework', 'XML']","1,001-5,000 employees ", IT Services and IT Consulting," Redmond, WA",1 week ago
IDC Security Engineer,Meta ,"$130,000/yr - $185,000/yr ",Full-time,On-site,"['Communication', 'IncidentResponse', 'Industryst', 'ards', 'PeopleProcesses', 'Security', 'SecurityControls', 'SecurityRisk', 'ThreatModeling', 'VulnerabilityAssessment', 'VulnerabilityManagement']","10,001+ employees ", Software Development," Menlo Park, CA Reposted  1 week ago",1 week ago
IDC Security Engineer,Meta ,"$130,000/yr - $185,000/yr ",Full-time,On-site,"['Communication', 'IncidentResponse', 'Industryst', 'ards', 'PeopleProcesses', 'Security', 'SecurityControls', 'SecurityRisk', 'ThreatModeling', 'VulnerabilityAssessment', 'VulnerabilityManagement']","10,001+ employees ", Software Development," Menlo Park, CA Reposted  1 week ago",1 week ago
Full Stack Engineer,Fidelity TalentSource ,,Full-time,Hybrid,"['Angular', 'ContinuousIntegration(CI)', 'ContinuousIntegration', 'ContinuousDelivery(CI/CD)', 'Full-StackDevelopment', 'Redux.js', 'RxJS', 'TypeScript', 'WebApplications']","1,001-5,000 employees ", Staffing and Recruiting," Merrimack, NH",2 weeks ago
Full Stack Engineer,Fidelity TalentSource ,,Full-time,Hybrid,"['Angular', 'ContinuousIntegration(CI)', 'ContinuousIntegration', 'ContinuousDelivery(CI/CD)', 'Full-StackDevelopment', 'Redux.js', 'RxJS', 'TypeScript', 'WebApplications']","1,001-5,000 employees ", Staffing and Recruiting," Merrimack, NH",2 weeks ago
Front-End Developer,Bader Rutter ,,Full-time,Hybrid,"['AdobePhotoshop', 'AdobeXD', 'AmazonWebServices(AWS)', 'ContentManagementSystems(CMS)', 'JavaScript', 'Nuxt.js', 'PHP', 'React.js', 'Sitecore', 'Vue.js']",201-500 employees , Advertising Services," Milwaukee, WI",2 weeks ago
Front-End Developer,Bader Rutter ,,Full-time,Hybrid,"['AdobePhotoshop', 'AdobeXD', 'AmazonWebServices(AWS)', 'ContentManagementSystems(CMS)', 'JavaScript', 'Nuxt.js', 'PHP', 'React.js', 'Sitecore', 'Vue.js']",201-500 employees , Advertising Services," Milwaukee, WI",2 weeks ago
Front-End Software Engineer,Concero ,,Full-time,On-site,"['APIDevelopment', 'AgileMethodologies', 'Bootstrap(Framework)', 'CascadingStyleSheets(CSS)', 'Git', 'HTML', 'JavaScript', 'Node.js', 'Redux.js', 'SQL']",51-200 employees , Staffing and Recruiting," St Louis, MO",1 week ago
Front-End Software Engineer,Concero ,,Full-time,On-site,"['APIDevelopment', 'AgileMethodologies', 'Bootstrap(Framework)', 'CascadingStyleSheets(CSS)', 'Git', 'HTML', 'JavaScript', 'Node.js', 'Redux.js', 'SQL']",51-200 employees , Staffing and Recruiting," St Louis, MO",1 week ago
Software Engineer,Fourth ,,Full-time,Remote,"['.NETFramework', 'AgileMethodologies', 'Angular', 'AzureFunctions', 'C#', 'Communication', 'JavaScript', 'React.js', 'SQL', 'Scrum']","501-1,000 employees ", IT Services and IT Consulting, United States,1 week ago
Software Engineer,Fourth ,,Full-time,Remote,"['.NETFramework', 'AgileMethodologies', 'Angular', 'AzureFunctions', 'C#', 'Communication', 'JavaScript', 'React.js', 'SQL', 'Scrum']","501-1,000 employees ", IT Services and IT Consulting, United States,1 week ago
Frontend Developer,KamisPro ,,Full-time,Remote,"['Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'DockerProducts', 'Git', 'GraphQL', 'JavaScript', 'Node.js', 'PHP', 'React.js', 'Vue.js']",11-50 employees , Staffing and Recruiting, United States,1 week ago
Frontend Developer,KamisPro ,,Full-time,Remote,"['Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'DockerProducts', 'Git', 'GraphQL', 'JavaScript', 'Node.js', 'PHP', 'React.js', 'Vue.js']",11-50 employees , Staffing and Recruiting, United States,1 week ago
Fulltme CORE JAVA BACKEND DEVELOPER,Nutech Information Systems ,,Full-time,On-site,"['Java', 'AmazonCloudWatch', 'AmazonWebServices(AWS)', 'ApacheSpark', 'ComputerScience', 'Jenkins', 'MicrosoftSQLServer', 'RelationalDatabases', 'SoftwareDevelopment', 'VersionControl']",51-200 employees , IT Services and IT Consulting," Stamford, CT",1 week ago
DevOps Engineer,INSPYR Solutions ,,Full-time,On-site,"['.NETFramework', 'AzureDevOpsServices', 'DevOps', 'InternetInformationServices(IIS)', 'Kubernetes', 'Powershell', 'RancherKubernetesManagement', 'SoftwareDevelopment', 'VMware', 'YAML']","501-1,000 employees ", Staffing and Recruiting, Greater Houston,1 week ago
Software Engineer,OpenText ,,Full-time,On-site,"['Communication', 'ComputerScience', 'DesignDocuments', 'OralCommunication', 'SecureFileTransferProtocol(SFTP)']","10,001+ employees ", Software Development," Dallas, TX",1 week ago
Cloud Software Developer,iHeartMedia ,,Full-time,On-site,"['ASP.NET', 'Blazor', 'C(ProgrammingLanguage)', 'C#', 'ComputerScience', 'HTML5', 'JSON', 'JavaScript', 'RESTAPIs', 'XML']","5,001-10,000 employees ", Broadcast Media Production and Distribution," Gainesville, FL",2 weeks ago
Software Engineer - Python and K8s,Canonical ,,Full-time,Remote,"['Python(ProgrammingLanguage)', 'AgileSoftwareDevelopment', 'AudioEngineering', 'ComputerScience', 'EngineeringDesign', 'LinuxSystemAdministration', 'Programming', 'PublicCloud', 'SoftwareDevelopment', 'SourceOperations']","501-1,000 employees ", Software Development," Los Angeles, CA",1 week ago
Java Developer,CGI ,"$53,000/yr - $144,000/yr ",Full-time,On-site,"['CodeReview', 'Hibernate', 'JUnit', 'JakartaPersistence', 'Microservices', 'Mockito', 'OpenShift', 'PostgreSQL', 'RESTAPIs', 'SoftwareDesign']","10,001+ employees ", IT Services and IT Consulting," Cary, NC  2 weeks ago",2 weeks ago
DevOps Engineer,ConsultNet ,,Full-time,Hybrid,"['Java', 'Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'Ansible', 'DevOps', 'Jenkins', 'Maven', 'Powershell', 'SoftwareDevelopment', 'Troubleshooting']",201-500 employees , Staffing and Recruiting," Princeton, NJ",1 week ago
Software Engineering - Intern,Daikin Applied Americas ,,Full-time,On-site,"['Algorithms', 'C(ProgrammingLanguage)', 'C#', 'ComputerEngineering', 'ComputerScience', 'InternetofThings(IoT)', 'Programming', 'SQL', 'SoftwareDevelopment', 'SoftwareTesting']","5,001-10,000 employees ", Industrial Machinery Manufacturing," Plymouth, MN",3 hours ago
Software Engineer,myAgro ,,Full-time,Remote,"['Python(ProgrammingLanguage)', 'Django', 'EmployeeBenefits', 'FrameworkDesign', 'Reporting', 'Responsiveness', 'TeamLeadership', 'Teamwork', 'TicketingSystems', 'UnitTesting']",201-500 employees , International Trade and Development, United States,1 week ago
Java Fullstack Developer with ReactJS,Capgemini ,,Full-time,On-site,"['Java', 'ContinuousIntegration(CI)', 'Full-StackDevelopment', 'Git', 'JavaScript', 'Jenkins', 'MySQL', 'React.js', 'SpringBoot', 'VersionControl']","10,001+ employees ",," Chicago, IL",2 weeks ago
Software Engineer - (Remote),Latitude Inc ,,Full-time,On-site,"['ProblemSolving', 'Databases', 'Doctrine(PHP)', 'Front-EndDevelopment', 'JavaScript', 'JavaScriptFrameworks', 'NoSQL', 'PHP', 'SQL', 'TechnicalSpecs']",11-50 employees , Staffing and Recruiting," New York, NY",3 weeks ago
Cloud - Software Engineer (Remote),Acxiom ,,Full-time,Remote,"['AmazonEC2', 'CascadingStyleSheets(CSS)', 'DevOps', 'LinuxSystemAdministration', 'SoftwareDevelopment']","1,001-5,000 employees ", Advertising Services, United States,1 week ago
Java Full-Stack Developer,SID Global Solutions ,,Full-time,On-site,"['Java', 'Full-StackDevelopment']","501-1,000 employees ", IT Services and IT Consulting," Exton, PA",1 week ago
JAVA Developer,Cognizant ,,Full-time,On-site,"['Python(ProgrammingLanguage)', 'CascadingStyleSheets(CSS)', 'Communication', 'Hibernate', 'JUnit', 'Multi-functional', 'RESTfulWebServices', 'SoftwareSolutions', 'TaskExecution', 'Timelines']","10,001+ employees ", IT Services and IT Consulting," Dover, NH",1 week ago
Software Engineer,Onehouse ,,Full-time,Hybrid,"['Java', 'ApacheDruid', 'ApacheFlink', 'ApacheNiFi', 'ApacheSpark', 'Hadoop', 'Hive', 'Linux', 'ObjectOrientedDesign', 'SkillDevelopment']",11-50 employees , Software Development," Sunnyvale, CA",1 week ago
Software Developer Intern- Summer 2024,Prometheus Group ,,Full-time,On-site,"['Java', 'ProblemSolving', 'C#', 'Git', 'Object-OrientedProgramming(OOP)', 'SOAP', 'SQL', 'Service-OrientedArchitecture(SOA)', 'SoftwareDevelopment', 'WebApplications']",201-500 employees , Software Development," Raleigh, NC",1 week ago
"Software Developer - HBITS-05-13006 (PL/SQL,.NET, Devops, APL)",Five Cubes ,,Full-time,On-site,"['.NETFramework', 'ASP.NET', 'Bootstrap(Framework)', 'MicrosoftC', 'Object-OrientedProgramming(OOP)', 'PL/SQL', 'Programming', 'SQLTuning', 'VisualC#', 'jQuery']",51-200 employees , IT Services and IT Consulting," Albany, NY",1 week ago
Software Engineer,Proofpoint ,,Full-time,Remote,"['Communication', 'ComputerScience', 'DataStructures']","1,001-5,000 employees ", Computer and Network Security," Baton Rouge, LA",1 day ago
Full Stack Software Engineer,ICE ,,Full-time,On-site,"['Java', 'ComputerScience', 'Doctrine(PHP)', 'Microservices', 'MySQL', 'NestJS', 'SoftwareDevelopment', 'SpringBoot', 'SpringFramework', 'TechnicalArchitecture']","5,001-10,000 employees ", Financial Services," Atlanta, GA  1 week ago",1 week ago
Software Engineer,Bright Minds ,"$65,000/yr - $75,000/yr ",Full-time,Remote,"['.NETFramework', 'ASP.NET', 'Blazor', 'C#', 'Git', 'SQL', 'StoredProcedures', 'VSTS', 'VisualBasic.NET(VB.NET)', 'WinForms']",11-50 employees , Staffing and Recruiting," Tulsa, OK",1 week ago
Software Engineer,Find Great People | FGP ,"$85,000/yr - $95,000/yr ",Full-time,Hybrid,"['Java', 'C#', 'HTML', 'JavaScript', 'MySQL', 'PostgreSQL', 'Ruby', 'SQL']",51-200 employees , Staffing and Recruiting," Charleston, South Carolina Metropolitan Area",1 week ago
Full Stack Developer,US Tech Solutions ,,Full-time,Remote,"['AmazonWebServices(AWS)', 'NoSQL', 'PostgreSQL']","1,001-5,000 employees ", IT Services and IT Consulting, United States,1 week ago
Software Engineer - Python and K8s,Canonical ,,Full-time,Remote,"['Python(ProgrammingLanguage)', 'AgileSoftwareDevelopment', 'AudioEngineering', 'ComputerScience', 'EngineeringDesign', 'LinuxSystemAdministration', 'Programming', 'PublicCloud', 'SoftwareDevelopment', 'SourceOperations']","501-1,000 employees ", Software Development," San Bernardino, CA",1 week ago
Software Development Engineer in Test (IC2),The Pokémon Company International ,"$102,000/yr - $154,000/yr ",Full-time,Hybrid,"['NUnit', 'Selenium', 'Sockets', 'SoftwareQuality', 'SoftwareTesting', 'TestAutomation', 'TestCases', 'TestingPractices', 'pytest', 'xUnit']","501-1,000 employees ", Entertainment Providers," Bellevue, WA",2 weeks ago
Software Engineer,Brooksource ,,Full-time,Hybrid,"['Java', 'Python(ProgrammingLanguage)', 'SQL']","1,001-5,000 employees ", IT Services and IT Consulting," Dearborn, MI",1 week ago
Senior Software Engineer (Java),Gamma Technologies ,,Full-time,Hybrid,"['C++', 'JUnit', 'MongoDB', 'PostgreSQL', 'SQL', 'ServerSide', 'SpringBoot', 'VersionControlTools']",51-200 employees , Software Development," Westmont, IL",1 week ago
Full Stack Digital Software Engineer,Pella Corporation ,,Full-time,Hybrid,"['Java', 'Asset', 'LiabilityManagement(ALM)', 'Back-EndWebDevelopment', 'Full-StackDevelopment', 'JavaScript', 'Microservices', 'MobileApplications', 'Programming', 'Stack', 'TechnicalRequirements']","5,001-10,000 employees ", Wholesale Building Materials," Pella, IA",2 weeks ago
"Embedded Software Engineer Intern, Harvesting",CNH Industrial ,,Full-time,On-site,"['ARMArchitecture', 'ComputerEngineering', 'ComputerScience', 'Debugging', 'ElectricalEngineering', 'InternetofThings(IoT)', 'RequirementSpecifications', 'SystemDevelopment', 'SystemsDesign', 'UniversalAsynchronousReceiver/Transmitter(UART)']","10,001+ employees ", Machinery Manufacturing," New Holland, PA",1 week ago
Staff Software Engineer,Coupang ,"$138,000/yr - $297,000/yr ",Full-time,Hybrid,"['C++', 'Java', 'Algorithms', 'C#', 'ComputerScience', 'DistributedSystems', 'Kotlin', 'Programming', 'Scala', 'SoftwareDevelopment']","10,001+ employees "," Technology, Information and Internet"," Seattle, WA",1 week ago
Java Developer with Spring Boot & REST,MindPal ,,Full-time,On-site,"['Java', 'ApplicationDevelopment', 'Back-EndWebDevelopment', 'JSON', 'JUnit', 'Maven', 'RESTAPIs', 'SQL', 'SpringBoot', 'SpringFramework']",51-200 employees , Staffing and Recruiting," Charleston, SC",1 week ago
Java/Scala Engineer,Signify Technology ,,Full-time,Hybrid,"['Java', 'AmazonKinesis', 'AmazonWebServices(AWS)', 'DistributedSystems', 'DockerProducts', 'Jenkins', 'RemoteControl', 'Scala', 'SkillDevelopment', 'SoftwareDevelopment']",51-200 employees , Staffing and Recruiting," Seattle, WA",1 week ago
System Engineer,Brain Gain Recruiting ,,Full-time,On-site,[],1-10 employees , Staffing and Recruiting," New York, NY",2 weeks ago
System Engineer,Brain Gain Recruiting ,,Full-time,On-site,"['Python(ProgrammingLanguage)', 'ClusteredSystems', 'DistributedComputing', 'DistributedSystems', 'Go(ProgrammingLanguage)', 'HighPerformanceComputing(HPC)', 'Linux', 'Networking', 'OperatingSystems', 'Storage']",1-10 employees , Staffing and Recruiting," New York, NY",2 weeks ago
System Engineer,AIRSYS Global ,,Full-time,On-site,"['ProblemSolving', 'AttentiontoDetail', 'AutoCAD', 'ComputationalFluidDynamics(CFD)', 'ElectricalEngineering', 'English', 'FluidDynamics', 'MicrosoftExcel', 'MicrosoftPowerPoint', 'SOLIDWORKS']","501-1,000 employees ", Mechanical Or Industrial Engineering," Anderson, SC",1 week ago
Associate Full Stack Developer,Brooksource ,,Full-time,Hybrid,"['Python(ProgrammingLanguage)', 'AmazonWebServices(AWS)', 'Angular', 'CodeReview', 'DesignPatterns', 'Full-StackDevelopment', 'JavaScript', 'Jira', 'Node.js', 'SoftwareDevelopment']","1,001-5,000 employees ", IT Services and IT Consulting," Charlotte, NC",1 week ago
